Investment,UK  P  308  Leads ,UK  D  DS4  Orders ,DE  D  DS4  Orders  ,IT  D  DS3 Orders (Private) ,IT  D  DS4 Orders (Private) ,DE  P  3008  Orders  ,IT  D  DS3 Orders ,DE  P  3008  Orders  ,IT  D  DS5 Leads ,UK  P  108  Leads ,IT  D  DS3 Orders ,UK  C  C4P+GC4P  Leads ,IT  D  DS4 Orders ,IT  D  DS4 Orders ,DE  D  DS5  Orders  ,DE  P  207208  Leads  ,UK  P  2008  Leads ,DE  D  DS3  Orders  ,DE  P  3008  Orders  ,DE  D  DS4  Leads  ,DE  D  DS5  Orders  ,UK  D  DS4  Orders ,DE  D  DS4  Orders  ,DE  D  Orders  ,UK  C  BRAND  Orders  ,UK  C  C1  Orders ,UK  P  2008  Orders ,DE  P  207208  Orders  ,DE  D  DS3  Orders  ,UK  P  2008  Leads ,DE  P  2008  Orders  ,DE  P  2008  Orders  ,DE  C  C1  Orders  ,IT  D  DS3 Orders ,DE  C  C4P GC4P  Orders  ,UK  D  DS5  Leads ,DE  P  2008  Orders  ,DE  D  DS4  Leads  ,UK  P  308  Leads ,DE  C  C1  Orders  ,DE  P  207208  Orders  ,UK  P  308  Orders ,UK  C  C4P+GC4P  Orders ,UK  P  208  Orders ,IT  D  DS4 Leads ,DE  P  308  Orders  ,DE  C  C1  Orders  ,UK  P  3008  Orders ,DE  P  308  Orders  ,DE  C  C1  Leads  ,DE  C  C4P GC4P  Orders  ,UK  P  108  Leads ,UK  P  2008  Leads ,UK  P  108  Orders ,IT  D  DS5 Leads ,UK  P  308  Leads ,UK  P  Brand  ,DE  D  DS3  Leads  ,DE  C  C4P GC4P  Orders  ,UK  P  2008  Orders ,UK  P  2008  Leads ,DE  P  Brand  ,DE  D  Orders  ,DE  C  C4P GC4P  Orders  ,DE  C  Orders  ,UK  P  208  Orders ,DE  D  DS4  Leads  ,UK  C  C4P+GC4P  Orders ,DE  P  308  Orders  ,UK  C  C1  Leads ,DE  P  308  Orders  ,UK  P  108  Leads ,UK  C  C1  Leads ,UK  C  C4P+GC4P  Leads ,UK  P  2008  Orders ,DE  D  Orders  ,UK  C  C4P+GC4P  Leads ,DE  P  2008  Orders  ,UK  P  208  Leads ,DE  C  C1  Leads  ,DE  P  207208  Orders  ,UK  P  3008  Orders ,DE  P  207208  Orders  ,DE  C  C4P GC4P  Leads  ,DE  C  Orders  ,UK  P  108  Orders ,UK  P  308  Orders ,DE  C  C1  Orders  ,DE  P  Brand  ,UK  C  C1  Orders ,UK  C  BRAND  Orders  ,UK  C  BRAND  Orders  ,UK  C  C4P+GC4P  Leads ,UK  C  BRAND  Orders  ,UK  P  3008  Orders ,DE  P  Brand  ,UK  P  Brand  ,DE  C  Orders  ,UK  C  C4P+GC4P  Orders ,DE  P  Brand  ,UK  C  BRAND  Orders  
500000,15.69387304,19.08753125,25.19911041,32.01722455,32.01722455,29.1153265,30.37441106,30.03295208,30.81022322,32.10003667,35.29526135,38.59642036,39.38158611,35.23813831,30.92037941,37.11803645,37.48851892,38.09851483,38.9642969,39.77561887,42.47481855,53.19716089,54.68700516,58.21941551,71.9095123,71.90952757,83.62993185,76.67210455,78.51436734,84.49960727,83.70985455,85.93417608,87.27323094,87.75889015,78.27093753,87.98683383,117.0780027,107.4530536,91.25471883,117.3267733,130.1629317,145.7384653,132.8070112,151.5110191,,139.2856283,120.021489,153.1153023,159.0711947,,146.2887532,164.0342681,,196.2089063,220.8289073,,257.0006493,,239.0652035,260.9029683,188.9773257,247.4568815,248.8795092,211.092615,253.3544754,291.2695059,265.9262536,226.1609978,275.2098873,302.735982,277.8669464,,,,285.5874134,298.0450378,245.9758085,325.2840546,281.1065608,,370.625376,258.9002429,378.9329696,,398.6796613,414.6725202,331.6083792,486.8564731,623.5887035,,572.8757548,722.7425838,,855.0025809,,1296.368551,1490.370622,2002.894689,,2222.773226,
525000,16.24999393,19.96094036,26.15817909,33.4561258,33.4561258,30.22344489,31.58597613,31.17599496,31.98284875,33.38043295,36.88148242,40.38528152,41.22439642,36.57928862,,38.53073498,38.91531787,39.54853,40.44726341,41.28946399,44.09139419,55.52380389,56.76837204,60.4352246,74.64636134,74.64637718,87.54328617,79.59021606,81.50259468,87.90164124,86.89582019,89.20479856,90.59481734,91.09896055,,,122.1985525,111.5426765,,121.7921862,135.855767,152.2881667,137.9929758,158.600781,,144.586787,,158.9428133,165.1253846,,,169.7085214,,204.4064445,230.4871301,,268.76051,,248.1639354,272.1418354,,256.8749975,258.3517699,,262.9970516,304.3595868,276.047307,,285.6842723,315.976511,288.442458,,,,296.1187389,309.3885201,,337.6642436,,,384.7312387,,393.3550162,,413.8532595,427.6804558,,,647.3222554,,,750.2498952,,887.5436581,,1345.707851,1559.446099,2079.124109,,2307.37114,
550000,16.78900478,20.8271013,27.09356828,34.88070975,34.88070975,31.30420374,32.77256136,32.29081601,33.12652205,34.63443025,38.45192031,42.16141062,43.05572507,37.88732582,,39.90855386,40.30688903,40.96274417,41.89361534,42.76593214,45.66805644,57.82154486,58.79834979,62.59632517,77.31563733,77.31565374,91.4322583,82.43627913,84.41704243,91.23631043,90.00312405,92.39466907,93.83439348,94.35656433,,,127.2554939,115.5313262,,126.1473477,141.4778847,158.7726975,143.0624069,165.64637,,149.7570596,,164.6264424,171.0300961,,,175.1967505,,212.4684893,240.0253765,,280.4227789,,257.0380187,283.225686,,266.0605794,267.5901596,,272.4015517,317.3194192,285.9184707,,295.9000437,329.0525635,298.7568594,,,,306.3615533,320.4519307,,349.7387646,,,398.4888263,,407.4209811,,428.6522202,440.1575305,,,670.4698239,,,777.0780486,,919.2812932,,1393.828959,1628.029936,2153.471417,,2389.880324,
575000,17.311432,21.68607422,28.00586263,36.29111886,36.29111886,32.35827856,33.9346818,33.37811203,34.24195795,35.86257286,40.0067321,43.92489829,44.87564362,39.16306746,,41.25235427,41.66410218,42.34204126,43.30425672,44.20594616,47.20579076,60.09074283,60.77820721,64.70406798,79.91900867,79.91902563,95.29700016,85.21207267,87.2595322,94.50494874,93.0337083,95.50578141,96.9939842,97.53373758,,,132.2496169,119.4214959,,130.3949799,147.0301634,165.1927061,148.0179231,172.6480615,,154.7996778,,170.1697423,176.7890197,,,180.5050541,,220.3972803,249.4451369,,291.9882662,,265.6930002,294.1566585,,275.0193684,276.6004527,,281.573854,330.1502991,295.5459144,,305.8635869,341.9661827,308.8165972,,,,316.3237604,331.2421848,,361.5151647,,,411.9067379,,421.1396561,,443.0857933,452.1254091,,,693.0458768,,,803.2438126,,950.2353234,,1440.761954,1696.125635,2225.983085,,2470.35235,
600000,17.81778583,22.53791878,28.89563235,37.68749416,37.68749416,33.38632819,35.07284184,34.43856262,35.32985365,37.06539386,41.54607324,45.6758345,46.68422315,40.40731092,,42.56297613,42.98780561,43.68728339,44.68006924,45.61040611,48.70555829,62.33175237,62.70918178,66.75977043,82.45810254,82.45812004,99.13766271,87.91933161,90.03184065,97.70886367,95.98946716,98.5400801,100.0755643,100.6324661,,,137.1817019,123.2156168,,134.5377376,152.5134705,171.5488346,152.862084,179.6061288,,159.7177932,,175.5761776,182.405755,,,185.6393307,,228.1950198,258.7478831,,303.4577748,,274.1342895,304.9368612,,283.7569642,285.3882808,,290.5196912,342.8535096,304.9356557,,315.5811294,354.7193863,318.6279593,,,,326.0130477,341.7660265,,373.0008044,,,424.9933601,,434.5196159,,457.1630002,463.604872,,,715.064525,,,828.7635415,,980.4250958,,1486.536168,1763.736669,2296.704432,,2548.837514,
625000,18.30856079,23.38269413,29.76343358,39.06997529,39.06997529,34.38899517,36.18753551,35.47283058,36.3908891,38.2434153,43.07009769,47.41430858,48.48153431,41.62083391,,43.84123862,44.27882669,44.99931137,46.02191283,46.98018982,50.16829642,64.54492365,64.59248041,68.76471741,84.93450595,84.93452398,102.954396,90.55974809,92.73570056,100.8493368,98.87224808,101.4994617,103.08106,103.6546868,,,142.0525196,126.9160606,,138.5782104,157.9286629,177.8417186,157.5973921,186.5208438,,164.51448,,180.8491275,187.8838126,,,190.6052858,,235.8638741,267.9350688,,314.8321014,,282.3671625,315.568374,,292.2788279,293.9591367,,299.244655,355.4303211,314.0935635,,325.0587448,367.3141671,328.1970779,,,,335.4368918,352.0300337,,384.2028626,,,437.7568724,,447.5692232,,470.8926396,474.6158518,,,736.5395308,,,853.6531861,,1009.86948,,1531.180213,1830.866488,2365.679664,,2625.384872,
650000,18.7842362,24.22045894,30.60980872,40.4387005,40.4387005,35.36690622,37.27924663,36.48156239,37.4257275,39.39714852,44.57895784,49.14040923,50.2676473,42.80439491,,45.0879407,45.53797235,46.27894527,47.33062618,48.31615345,51.59491942,66.73060247,66.42928024,70.72016207,87.34976675,87.34978529,106.747349,93.13497246,95.37280193,103.9276245,101.6838529,104.3857759,106.0123497,106.6022886,,,146.8628311,130.5251402,,142.5189234,163.2765867,184.0719873,162.2262933,193.3924766,,169.1927361,,185.9918878,193.2266164,,,195.4084374,,243.4059733,277.0081294,,326.1120357,,290.3967652,326.0532475,,300.5902861,302.3183774,,307.7541986,367.8819911,323.0253618,,334.3023571,379.752493,337.5299342,,,,344.6025648,362.0406216,,395.128341,,,450.2052525,,460.2966346,,484.2832931,485.1774675,,,757.4843168,,,877.9283031,,1038.58688,,1574.721993,1897.518516,2432.95189,,2700.04227,
675000,19.24527661,25.05127138,31.43528678,41.79380667,41.79380667,36.32067256,38.34844904,37.46538851,38.43501564,40.52709427,46.07280457,50.85422453,52.0426319,43.95873368,,46.30386159,46.76602959,47.52698489,48.60702728,49.61913202,52.98631897,68.88913035,68.22072932,72.62732663,89.70539455,89.70541358,110.5166701,95.64661431,97.94479304,106.9449579,104.4260389,107.2008268,108.8712656,109.4771139,,,151.6133878,134.0451112,,146.36234,168.5580775,190.2402638,166.7511786,200.2212957,,173.7554857,,191.0076729,198.437506,,,200.0541231,,250.8234126,285.9684827,,337.2983612,,298.2281163,336.3935043,,308.6965337,310.4712277,,316.0536408,380.209765,331.7366331,,343.3177438,392.0363075,346.6323614,,,,353.5171395,371.8040473,,405.7840684,,,462.346281,,472.7098051,,497.3433301,495.308058,,,777.9119743,,,901.6040654,,1066.595245,,1617.188722,1963.696155,2498.56316,,2772.856369,
700000,19.69213229,25.87518915,32.24038372,43.13542931,43.13542931,37.25089033,39.39560684,38.42492388,39.41938437,41.633743,47.55178729,52.55584189,53.80655744,45.08457172,,47.48976129,47.96376599,48.7442103,49.85191393,50.88993993,54.34336475,71.02084457,69.96794736,74.48740313,92.00286168,92.00288121,114.2625063,98.09624351,100.4532815,109.9025442,107.1005201,109.9463737,111.6595946,112.2809594,,,156.3049322,137.4781738,,150.1108622,173.7739606,196.3471649,171.1743855,207.0075677,,178.2055806,,195.8996179,203.5197383,,,204.547505,,258.1182524,294.8175286,,348.3918546,,305.8661107,346.5911392,,316.6026373,318.4227835,,324.1481691,392.4148755,340.2328224,,352.1105398,404.1675301,355.5100489,,,,362.1874946,381.3264131,,416.176705,,,474.1875465,,484.8164933,,510.0809136,505.0252136,,,797.835271,,,924.6952711,,1093.91208,,1658.606944,2029.40278,2562.554482,,2843.872682,
725000,20.12523967,26.69226947,33.02560274,44.46370259,44.46370259,38.15814094,40.42117452,39.36076824,40.37944895,42.71757505,49.01605388,54.24534816,55.55949283,46.18261273,,48.64638102,49.13193017,49.93138231,51.06606422,52.12937149,55.66690494,73.12607821,71.67202643,76.30155418,94.24360416,94.24362416,117.9850041,100.4853911,102.8998351,112.8015663,109.7089682,112.624133,114.3790796,115.0155778,,,160.9381974,140.8264738,,153.7668331,178.925051,202.3933013,175.4981986,213.7515578,,182.5458023,,200.6707803,208.4764897,,,208.8935764,,265.2925191,303.55665,,359.3932864,,313.3155223,356.6481194,,324.3135385,326.1780146,,332.0428428,404.4985432,348.5192401,,360.6862409,416.1480561,364.1685455,,,,370.6203209,390.6136708,,426.3127464,,,485.73645,,496.6242664,,522.5040051,514.3458068,,,817.2666599,,,947.2163528,,1120.554461,,1699.002546,2094.641745,2624.965852,,2913.135596,
750000,20.54502174,27.50256908,33.79143464,45.77875932,45.77875932,39.04299145,41.42559724,40.27350651,41.31580945,43.77906085,50.46575078,55.92282952,57.30150654,47.25354301,,49.77444371,50.27125227,51.08924294,52.25023703,53.33820137,56.95776681,75.20516022,73.33403164,78.07091368,96.4290225,96.42904297,121.6843088,102.8155505,105.2859831,115.6431839,112.2530134,115.235778,117.0314202,117.6826782,,,165.5139071,144.092104,,157.3325378,184.0121535,208.3792777,179.7248516,220.4535294,,186.7788635,,205.3241423,213.3108586,,,213.0971666,,272.3482056,312.1872122,,370.3034205,,320.5810073,366.5663847,,331.8340568,333.7417683,,339.7425963,416.4619763,356.6010653,,369.0502072,427.9797577,372.6132631,,,,378.8221255,399.6716253,,436.1985281,,,497.0002101,,508.1405044,,534.6203694,523.2860215,,,836.218286,,,969.1813871,,1146.539039,,1738.400778,2159.416377,2685.83628,,2980.688403,
775000,20.95188848,28.30614425,34.53835808,47.08073102,47.08073102,39.90599492,42.40931095,41.1637092,42.22905113,44.81866113,51.90102295,57.58837156,59.03266661,48.29803192,,50.87465443,51.38244442,52.21851589,53.40517251,54.51718513,58.21675719,77.25841545,74.9550018,79.79658754,98.56048267,98.56050359,125.360565,105.088178,107.6132169,118.4285338,114.7342459,117.7829414,119.6182743,120.2839276,,,170.0327765,147.2771055,,160.8102049,189.036063,214.3056926,183.8565276,227.1137443,,190.90741,,209.8626123,218.0258665,,,217.1629467,,279.2872719,320.7105639,,381.1230146,,327.6671068,376.3478486,,339.168893,341.1187724,,347.2522422,428.3063713,364.4833496,,377.2076664,439.6644835,380.8494798,,,,386.7992374,408.5059382,,445.840229,,,507.985867,,519.3724056,,546.4375795,531.8613812,,,854.7019948,,,990.6041027,,1171.882055,,1776.826264,2223.729982,2745.203812,,3046.573325,
800000,21.34623724,29.10305079,35.26683991,48.36974788,48.36974788,40.74769076,43.37274263,42.03193271,43.11974479,45.83682712,53.32201392,59.24205926,60.75304068,49.31673231,,51.94770085,52.46620113,53.31990699,54.53159253,55.66705968,59.44466299,79.28616474,76.53595006,81.47965435,100.6393169,100.6393383,129.0139162,107.3046942,109.882991,121.15873,117.1542166,120.267215,122.1412587,122.820952,,,174.4955116,150.3834691,,164.202008,193.9975644,220.1731387,187.895361,233.7324627,,194.9340224,,214.2890272,222.6244604,,,221.0954347,,286.1116455,329.1280368,,391.85282,,334.5782499,385.9943979,,346.3226313,348.3136375,,354.5764743,440.0329125,372.1710196,,385.1637172,451.2040594,388.8823437,,,,394.5578121,417.1221311,,455.2438754,,,518.700287,,530.3269901,,557.9630217,540.0867758,,,872.7293392,,,1011.49789,,1196.59935,,1814.303021,2287.585841,2803.105554,,3110.831542,
825000,21.72845316,29.89334403,35.97733547,49.64593881,49.64593881,41.56860506,44.31631045,42.8787197,43.98844715,46.83400074,54.7288658,60.88397699,62.46269593,50.3102809,,52.99425366,53.52319979,54.39410465,55.63020114,56.78854373,60.64225168,81.28872492,78.07786457,83.1211661,102.6668245,102.6668463,132.6445052,109.4664844,112.0967243,123.8348647,119.514438,122.6901518,124.6019504,125.295337,,,178.9028097,153.4131362,,167.5100673,198.8974332,225.9822028,191.8434379,240.3099431,,198.8612174,,218.6061534,227.1095146,,,224.8990004,,292.8232222,337.4409461,,402.493582,,341.3187562,395.5078935,,353.2997432,355.3308608,,361.7198704,451.6427728,379.6688803,,392.9233325,462.6002883,396.7168754,,,,402.1038366,425.5255894,,464.415345,,,529.1501671,,541.0111049,,569.2038998,547.9764876,,,890.3115869,,,1031.875807,,1220.706373,,1850.854473,2350.987211,2859.577697,,3173.503219,
850000,22.09890953,30.67707886,36.67028882,50.90943143,50.90943143,42.36925091,45.24042395,43.70459945,44.83570117,47.81061482,56.12171927,62.51420852,64.16169917,51.27929868,,54.01496699,54.55410106,55.44178027,56.701685,57.88233824,61.8102718,83.2664089,79.58170908,84.72214878,104.6442728,104.644295,136.2524738,111.5748998,114.2558003,126.4580084,121.8163853,125.053266,127.0018875,127.7086292,,,183.2553595,156.3680006,,170.7364503,203.7364347,231.7334657,195.7027977,246.8464425,,202.6914495,,222.8166895,231.4838324,,,228.5778704,,299.4238662,345.6505909,,413.0460393,,347.8928389,404.8901705,,360.1045897,362.1748282,,368.6868955,463.137113,386.9816182,,400.4913621,473.854951,404.3579718,,,,409.4431338,433.7215656,,473.3603701,,,539.3420387,,551.431428,,580.1672395,555.5442159,,,907.4597273,,,1051.750592,,1244.218192,,1886.503467,2413.937329,2914.655538,,3234.627526,
875000,22.45796817,31.4543097,37.3461331,52.16035209,52.16035209,43.15012874,46.14548426,44.51008815,45.66203641,48.76709325,57.50071361,64.13283703,65.85011675,52.22439134,,55.01047882,55.55954929,56.46358869,57.74671384,58.94912686,62.94945341,85.2195257,81.04842353,86.28360306,106.5728978,106.5729204,139.8379629,113.6312582,116.3615685,129.0292103,124.0614974,127.3580347,129.3425698,130.0623371,,,187.553841,159.2499091,,173.8831736,208.5153252,237.4275025,199.4754341,253.3422161,,206.427113,,226.923267,235.750148,,,232.1361327,,305.9154111,353.7582538,,423.5109249,,354.3046069,414.1430389,,366.7414238,368.8498175,,375.4819041,474.5170826,394.113804,,407.8725364,484.969806,411.8104089,,,,416.5813671,441.7151824,,482.0845419,,,549.2822721,,561.5944725,,590.8598935,562.8031012,,,924.1844787,,,1071.134667,,1267.149501,,1921.272285,2476.439404,2968.373502,,3294.242669,
900000,22.80597972,32.22509053,38.00529072,53.39882588,53.39882588,43.91172663,47.03188419,45.29568927,46.46796936,49.70385118,58.86598673,65.73994511,67.52801462,53.14614957,,55.98141137,56.54017291,57.46016857,58.76594082,59.98957638,64.06050852,87.14838049,82.47892467,87.8065049,108.4539048,108.4539278,143.4011125,115.6368449,118.4153451,131.5494991,126.2511774,129.6058984,131.6254606,132.3579316,,,191.7989259,162.0606631,,176.952204,213.2348514,243.0648828,203.1632957,259.7975177,,210.0705425,,230.9284528,239.9111278,,,235.5777412,,312.2996603,361.7652017,,433.8889655,,360.5580677,423.2682836,,373.214394,375.3600007,,382.1091433,485.7838196,401.0698955,,415.0714689,495.9465901,419.0788447,,,,423.5240448,449.5114361,,490.593313,,,558.9770803,,571.5065904,,601.2885448,569.7657474,,,940.4962945,,,1090.040147,,1289.514634,,1955.182657,2538.496627,3020.765165,,3352.385908,
925000,23.14328409,32.98947488,38.64817368,54.62497665,54.62497665,44.65452061,47.9000085,46.06189382,47.25400376,50.62129521,60.21767516,67.33561473,69.19545834,54.04514951,,56.92837152,57.49658485,58.43214281,59.760003,61.00433711,65.14413158,89.05327466,83.87410662,89.29180615,110.2884695,110.2884929,146.9420619,117.5929136,120.4184138,134.0198828,128.386794,131.7982622,133.8519865,134.5968478,,,195.9912776,164.8020193,,179.9454598,217.8957507,248.6461702,206.7682876,266.2125995,,213.6240154,,234.8347502,243.9693727,,,238.9065205,,318.5783871,369.6726857,,444.1808818,,366.6571301,432.2676648,,379.5275459,381.7094469,,388.5727554,496.9384507,407.8542404,,422.0926592,506.7870184,426.1678221,,,,430.2765242,457.1151996,,498.8920019,,,568.4325227,,581.1739773,,611.4597119,576.4442443,,,956.4053701,,,1108.478849,,1311.327571,,1988.255779,2600.112163,3071.863274,,3409.093586,
950000,23.4702107,33.74751582,39.27518381,55.83892701,55.83892701,45.37897493,48.75023397,46.80918072,48.0206309,51.51982354,61.55591406,68.91992733,70.85251304,54.92195306,,57.85195113,58.4293829,59.38011891,60.7295217,61.99404331,66.20099989,90.93450585,85.2348414,90.74043518,112.0777387,112.0777625,150.4609494,119.5006867,122.3720266,136.4413496,130.4696821,133.9364964,136.0235393,136.7804849,,,200.131551,167.4756911,,182.8648119,222.4987514,254.1719228,210.2922718,272.5877121,,217.0897528,,238.6446007,247.9274191,,,242.1261693,,324.7533357,377.4819413,,454.3873884,,372.6056061,441.1429186,,385.6848256,387.9021247,,394.8767804,507.9820914,414.4710793,,428.9404956,517.4927847,433.0817721,,,,436.8440159,464.5312256,,506.9857954,,,577.6545095,,590.6026756,,621.3797519,582.850188,,,971.9216492,,,1126.462298,,1332.601944,,2020.512322,2661.289156,3121.699765,,3464.401146,
975000,23.78707883,34.499266,39.886713,57.04079837,57.04079837,46.08554241,49.58292965,47.53801704,48.76832995,52.39982617,62.88083726,70.49296373,72.49924344,55.77710825,,58.75272748,59.33915008,60.3046894,61.67510289,62.95931357,67.23177403,92.79236802,86.56197951,92.15329744,113.8228307,113.8228549,153.9579125,121.3613568,124.2774044,138.8148682,132.5011434,136.0219374,138.1414763,138.9102078,,,204.2203931,170.0833498,,185.7120849,227.0445727,259.6426933,213.7370688,278.9231045,,220.4699209,,242.3603857,251.7877411,,,245.2402655,,330.8262214,385.1941888,,464.5091943,,378.4072137,449.8957571,,391.6900815,393.9419048,,401.0251585,518.915846,420.9245478,,435.6192583,528.0655618,439.8250161,,,,443.2315877,471.7641492,,514.8797524,,,586.6488047,,599.7985785,,631.0548653,588.9947018,,,987.05483,,,1144.001734,,1353.351051,,2051.972449,2722.030728,3170.305789,,3518.343158,
1000000,24.09419795,35.24477763,40.48314348,58.23071091,58.23071091,46.77466468,50.39845696,48.24885832,49.49756824,53.26168507,64.19257726,72.05480419,74.13571387,56.61114959,,59.63126359,60.22645502,61.20643217,62.5973376,63.90075123,68.23709827,94.62715145,87.85635047,93.531276,115.5248362,115.5248608,157.4330877,123.1760867,126.1357384,141.1413879,134.4824479,138.0558886,140.2071213,140.9873477,,,208.2584428,172.6266252,,188.4890585,231.5339249,265.0590287,217.1044579,285.2190242,,223.7666323,,245.9844277,255.5527513,,,248.2522695,,336.7987311,392.8106333,,474.5470022,,384.0655791,458.5278687,,397.5470671,399.8325622,,407.0217325,529.7408079,427.2186797,,442.1331218,538.5070018,446.4017687,,,,449.4441687,478.8184913,,522.5788069,,,595.4210298,,608.7674337,,640.4910993,594.8884545,,,1001.814371,,,1161.10812,,1373.58786,,2082.655823,2782.339977,3217.711726,,3570.953337,
1025000,,35.98410248,,59.40878362,59.40878362,,51.19716987,,,54.10577432,65.49126523,73.60552839,75.76198826,,,,,,,,,96.43914284,,,,,160.8866107,,,143.4218395,,,,,,,212.246331,,,,235.9675094,270.4214707,220.3961785,291.4757171,,,,,,,,,,342.6725239,400.3324647,,484.5015094,,,467.0409186,,,,,,540.4580597,,,,548.8187362,,,,,,,,,,,,,,,,,,,,,,,,,,,2842.219981,,,,
1050000,,36.71729189,,60.57513431,60.57513431,,51.97941507,,,54.9324603,66.77703103,75.14521546,77.37813013,,,,,,,,,98.2286253,,,,,164.3186166,,,145.6571351,,,,,,,216.1846809,,,,240.3460191,275.7305555,223.613931,297.6934276,,,,,,,,,,348.4492314,407.7608585,,494.3734069,,,475.4365489,,,,,,551.068673,,,,559.0023761,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.673794,,,,
1075000,,37.44439677,,61.72987962,61.72987962,,52.74553208,,,55.74210181,68.05000325,76.67394394,78.98420261,,,,,,,,,99.99587846,,,,,167.7292393,,,147.8481689,,,,,,,220.0741079,,,,244.6701381,280.986814,226.7593776,303.8723986,,,,,,,,,,354.1304584,415.0969752,,504.1633805,,,483.7163794,,,,,,561.5737089,,,,569.0595129,,,,,,,,,,,,,,,,,,,,,,,,,,,2960.704451,,,,
1100000,,38.16546762,,62.87313502,62.87313502,,53.49585342,,,56.53505027,69.31030919,78.19179185,80.58026844,,,,,,,,,101.7411784,,,,,171.1186121,,,149.9958173,,,,,,,223.9152195,,,,248.940542,286.1907718,229.834143,310.0128715,,,,,,,,,,359.7177829,422.3419613,,513.87211,,,491.8820071,,,,,,571.9742181,,,,578.9917178,,,,,,,,,,,,,,,,,,,,,,,,,,,3019.314962,,,,
1125000,,38.88055452,,64.00501484,64.00501484,,54.23070478,,,57.31164987,70.55807487,79.69883661,82.16638997,,,,,,,,,103.464798,,,,,174.4868674,,,152.1009394,,,,,,,227.7086162,,,,253.1578981,291.3429495,232.8398155,316.115086,,,,,,,,,,365.2127571,429.4969487,,523.5002695,,,499.9350072,,,,,,582.2712404,,,,588.800543,,,,,,,,,,,,,,,,,,,,,,,,,,,3077.508318,,,,
1150000,,39.58970711,,65.12563226,65.12563226,,54.95040511,,,58.07223768,71.79342507,81.19515511,83.74262916,,,,,,,,,105.1670063,,,,,177.8341367,,,154.1643773,,,,,,,231.4548905,,,,257.3228653,296.443862,235.7779476,322.1792807,,,,,,,,,,370.6169074,436.5630554,,533.0485278,,,507.8769332,,,,,,592.4658056,,,,598.4875209,,,,,,,,,,,,,,,,,,,,,,,,,,,3135.287488,,,,
1175000,,40.29297466,,66.23509936,66.23509936,,55.65526678,,,58.81714383,73.01648334,82.68082371,85.30904757,,,,,,,,,106.8480696,,,,,181.1605509,,,156.1869564,,,,,,,235.1546278,,,,261.4360945,301.4940197,238.6500571,328.2056924,,,,,,,,,,375.9317349,443.5413855,,542.5175479,,,515.7093172,,,,,,602.5589332,,,,608.0541653,,,,,,,,,,,,,,,,,,,,,,,,,,,3192.655421,,,,
1200000,,40.990406,,67.33352707,67.33352707,,56.34559574,,,59.54669164,74.22737197,84.15591821,86.86570639,,,,,,,,,108.5082503,,,,,184.4662398,,,158.1694857,,,,,,,238.8084063,,,,265.4982284,306.4939275,241.4576276,334.1945564,,,,,,,,,,381.158716,450.4330295,,551.9079873,,,523.4336701,,,,,,612.5516325,,,,617.5019709,,,,,,,,,,,,,,,,,,,,,,,,,,,3249.615042,,,,
1225000,,41.68204956,,68.42102525,68.42102525,,57.02169163,,,60.26119777,75.42621206,85.62051385,88.41266644,,,,,,,,,110.1478079,,,,,187.7513325,,,160.1127584,,,,,,,242.4167968,,,,269.5099016,311.4440853,244.2021093,340.1461068,,,,,,,,,,386.2993027,457.239064,,561.2204983,,,531.0514818,,,,,,622.4449028,,,,626.832414,,,,,,,,,,,,,,,,,,,,,,,,,,,3306.169259,,,,
1250000,,42.36795337,,69.49770264,69.49770264,,57.68384789,,,60.96097234,76.61312349,87.07468537,89.94998814,,,,,,,,,111.7669986,,,,,191.0159575,,,162.0175516,,,,,,,245.9803631,,,,273.471741,316.3449883,246.8849199,346.060576,,,,,,,,,,391.354923,463.9605526,,570.4557274,,,538.564222,,,,,,632.2397334,,,,636.0469524,,,,,,,,,,,,,,,,,,,,,,,,,,,3362.320956,,,,
1275000,,43.04816507,,70.56366691,70.56366691,,58.33235194,,,61.64631908,77.78822496,88.51850695,91.47773155,,,,,,,,,113.3660753,,,,,194.2602422,,,163.8846275,,,,,,,249.4996621,,,,277.3843656,321.1971264,249.5074451,351.938195,,,,,,,,,,396.3269813,470.5985456,,579.6143161,,,545.9733398,,,,,,641.9371038,,,,645.1470261,,,,,,,,,,,,,,,,,,,,,,,,,,,3418.072999,,,,
1300000,,43.72273188,,71.61902465,71.61902465,,58.96748525,,,62.31753546,78.95163397,89.95205227,92.99595633,,,,,,,,,114.9452881,,,,,197.4843133,,,165.7147327,,,,,,,252.9752437,,,,281.2483868,326.000985,252.0710397,357.7791935,,,,,,,,,,401.2168586,477.1540801,,588.6969003,,,553.2802645,,,,,,651.5379838,,,,654.1340568,,,,,,,,,,,,,,,,,,,,,,,,,,,3473.428232,,,,
1325000,,44.39170067,,72.66388142,72.66388142,,59.58952349,,,62.97491283,80.10346686,91.37539447,94.5047218,,,,,,,,,116.5048835,,,,,200.6882968,,,167.5085995,,,,,,,256.4076509,,,,285.0644084,330.7570443,254.5770279,363.5837996,,,,,,,,,,406.0259134,483.6281804,,597.7041108,,,560.4864056,,,,,,661.0433334,,,,663.0094488,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.389479,,,,
